"att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12"
2,-0.24772,0.99891,-0.32974,-0.000829,-0.1831,0.86164,0.001646,0.75725,-0.006584,0.002186,1
2,1.0087,2.2908,-0.54243,0.43349,-0.012489,0.82049,0.040771,0.76933,1.3354,0.040771,1
2,0.009658,5.7441,0.62938,0.64909,0.008451,2.1863,0.055459,0.78592,3.3068,0.094118,1
2,0.056596,0.84035,0.043899,-0.048652,0.083107,0.54136,0.089846,0.25609,0.40409,0.20917,1
2,-0.12172,0.98302,-0.14412,-0.007063,-0.13649,0.23844,0.066026,0.40903,0.68624,0.093107,1
2,-0.76701,1.2606,0.21478,0.13471,-0.5921,2.2526,0.86685,0.65155,0.93484,0.972661,1
2,-0.22737,1.4885,-1.1293,0.26616,-0.23495,1.5216,0.076364,0.81097,0.63127,0.085925,1
2,0.091765,2.071,0.17306,0.22422,0.10612,0.63822,0.86685,0.43358,2.0553,0.972661,1
2,0.44591,1.8015,0.53662,0.11495,0.027116,0.55722,0.35238,0.25835,4.1327,0.46224,1
2,0.13167,0.76449,-0.13651,-0.053526,0.096024,0.27408,0.14946,0.17375,0.11645,0.4831,1
2,-0.057088,0.33164,-0.19581,-0.65361,0.075841,1.1986,0.005284,0.32432,0.008343,0.005358,1
2,0.056452,3.095,0.56805,0.34703,0.066974,1.8999,0.031422,0.51268,1.6834,0.064046,1
2,-0.88544,2.2972,-1.6208,0.35216,-0.9524,0.63655,0.026099,0.62364,2.4066,0.028232,1
2,-0.47623,0.20309,-0.62914,-0.90592,-0.16923,0.011656,0.030236,0.23087,-0.24159,0.03507,1
2,-0.1329,3.9458,-0.9437,0.68313,-0.098577,0.95563,0.022755,0.91503,0.44964,0.06769,1
2,-0.11247,0.49199,-0.084674,-0.33604,-0.01944,2.5937,0.86685,0.32544,-0.032858,0.972661,1
2,0.22453,3.152347,-7.250397,-1.396248,-0.12266,0,7.84,0.532019,18.24,7.84,1
2,-0.027305,1.6054,0.36965,0.3606,0.064174,1.5886,0.117,0.95622,0.6789,0.117,1
2,0.10929,1.7003,0.38902,0.23016,0.1756,1.1968,0.10173,0.55883,1.071,0.1381,1
2,-0.15368,0.57447,-0.32089,-0.31767,-0.083013,0.60152,0,0.42886,0.014052,0,1
2,0.37993,6.5722,0.50626,0.84784,0.4724,0.49482,0.080285,1,5.5722,0.080285,1
2,-0.1155,1.0029,0.008467,0.001933,-0.071047,1.6919,0.000361,0.66289,0.30632,0.000418,1
2,0.22923,8.8397,0.46872,0.52145,0.080706,0.53284,0.038119,0.58796,3.7854,0.086761,1
2,1.1398,3.152347,-3.4908,-1.396248,0.19663,0.81853,0.21518,0.532019,-0.60382,0.21518,1
2,0.035432,3.152347,0.010222,-1.396248,0.098686,0.17554,0.033432,0.532019,0.62943,0.2312,1
2,0.1627,1.7084,-1.6717,0.37643,0.23238,2.7262,0.04769,0.90779,0.21823,0.07366,1
2,0.10516,7,-0.65278,0.85714,-0.083333,0,7,1,5.9861,7,1
2,-0.0089,0.76226,-0.22337,-0.019847,0.08593,0.46727,0.005136,0.063634,-0.11102,0.068722,1
3,-0.59827,0.2427,-0.56748,-0.64261,-0.16062,0.8706,0.009089,0.20594,-0.25684,0.014413,1
3,-1.136858,3.152347,-0.36301,-1.396248,-1.017833,1.364361,3,0.532019,145,3,1
3,0.46282,3.152347,0.39016,-1.396248,0.090962,1.3135,0.040411,0.532019,1.3396,0.068388,1
3,0.067283,35.081,0.75141,0.97149,-0.023626,0.058552,0.62162,1,34.072,0.62162,1
3,-1.136858,3.152347,-7.250397,-1.396248,-1.017833,1.364361,0.86685,0.532019,2.951268,0.972661,1
3,0.017768,0.48413,-0.86851,-0.72779,0.029851,4.8792,0.045844,0.68301,-0.29118,0.045844,1
3,-0.62526,0.20132,-0.9236,-1.163,-0.32043,0.66555,0.86685,0.29315,-0.36172,0.972661,1
3,-0.6328,0.1826,-0.90541,-1.3205,-0.31248,0.66272,0.86685,0.29499,-0.46566,0.972661,1
3,-0.053691,3.152347,-10.224,-1.396248,-0.28635,0,8.6897,0.532019,14.414,8.6897,1
3,0.034018,8.2852,-7.250397,0.053168,0.052032,0.12892,0.15634,0.060466,103.27,0.15634,1
3,0,3.152347,-3.2268,-1.396248,-0.20605,0,0.011898,0.532019,0.30449,0.011898,1
3,-1.3346,1.168,-2.883,0.096824,-1.3943,0.53524,0.021505,0.67312,0.73522,0.021505,1
3,-0.37006,48.7,-1.6172,0.67373,-0.31497,2.9364,43,0.68785,4.2059,43,1
3,0.032609,3.152347,0.22525,-1.396248,0.062574,0.066444,0.060148,0.532019,0.39896,0.060148,1
3,0.031087,3.152347,0.12449,-1.396248,0.050995,0.36866,0.86685,0.532019,0.29899,0.972661,1
3,0.61106,1.1774,0.068197,0.13473,-0.03055,0.19206,0.86685,0.8941,0.28911,0.972661,1
3,0.10216,1.5285,-1.2417,0.2613,-0.17878,0.58743,0.38454,0.75573,0.49413,0.52053,1
3,0.01159,1.087,0.074173,0.005974,0.018341,0.19393,0.86685,0.07465,0.29067,0.972661,1
3,-0.65321,0.6558,-0.39562,-0.38308,-0.15686,0.64423,-0.010452,0.72986,-0.2574,-0.012647,1
3,0.99541,0.064516,-2.2752,-0.22171,0,0,0.005386,0.015291,0.14336,0.019355,1
3,0.15819,1.1575,0.18161,0.03515,0.28318,0.65711,0.13409,0.25826,0.33075,0.36689,1
3,0.88411,3.152347,0.067241,-1.396248,0.32108,0.36962,0.86685,0.532019,1.837,0.972661,1
3,-2.36,0.52676,-2.9561,-0.63235,-2.2899,3.0963,0.006795,0.70386,-0.43763,0.009042,1
3,-0.063713,0.8084,-0.38529,-0.10295,-0.23906,1.2134,0.001889,0.43437,0.15109,0.003053,1
3,-0.55794,0.42401,-3.0604,-0.78254,-0.39703,0.65953,0.033435,0.57606,-0.30813,0.03557,1
3,-0.15157,0.46858,-1.8412,-0.8878,-0.043307,2.2347,0.000181,0.78281,-0.58508,0.000262,1
3,0.047867,8.6811,0.72506,0.77276,-0.21196,1.279,2.7218,0.87336,3.4006,4.7212,1
3,-0.34371,0.39058,-0.73069,-0.11673,-0.21949,1.3267,0.000294,0.07481,-0.30462,0.001229,1
3,-9.6074,3.152347,-19.437,-1.396248,0,0,0.86685,0.532019,-0.59337,0.972661,1
3,-0.029209,1.4179,-0.081456,0.28125,-0.022225,0.78807,0.05619,0.95434,0.38584,0.060239,1
4,-0.27385,0.45228,-0.31066,-0.21537,-0.20693,1.2231,0.047804,0.17784,0.3646,0.089091,1
4,-0.16028,1.0291,-0.67494,0.017273,-0.11931,1.2515,0.008712,0.61091,0.52408,0.009473,1
4,-0.22683,0.18976,-0.79383,-0.9933,-0.065276,1.2613,0.86685,0.23263,-0.29085,0.972661,1
4,0.20282,3.152347,0.71458,-1.396248,0.16438,0.21834,0.029319,0.532019,7.7717,0.029319,1
4,-0.001816,0.000263,0.035091,-0.029931,-0.000426,0.000432,0.000166,8e-06,0.048371,0.000263,1
4,-0.081837,0.019737,-0.29013,-0.30346,-0.10868,0.019996,0.006799,0.00611,0.59651,0.013756,1
4,2.3942,6.944,-7.250397,0.85599,0,0,0.86685,1,5.944,0.972661,1
4,-0.067502,0.98612,0.013535,-0.005452,-0.1119,2.5704,0.033311,0.38724,0.11116,0.073252,1
4,-0.32074,0.33224,-1.0738,-1.1154,-0.34871,5.0689,0.008473,0.55493,-0.49055,0.009957,1
4,-0.024331,5.2568,-0.087591,0.25547,-0.03974,0.005677,0.020958,0.31549,2.6916,0.094595,1
4,0.089531,1.7096,0.098769,0.38691,0.1474,1.3715,0.022199,0.93214,0.11472,0.036525,1
4,0.007464,3.152347,-0.30792,-1.396248,-0.022977,0.006147,0.86685,0.532019,0.47709,0.972661,1
4,0.15164,3.6867,0.67685,0.54596,0.25205,1.3362,0.006676,0.74917,2.7349,0.008613,1
4,-3.3939,1.28,-42.576,0.21212,-1.1515,1.1212,1.12,0.9697,0.32,1.12,1
4,-0.045873,0.17299,-0.1332,-0.081191,-0.02721,0.01355,0.000369,0.016983,1.5249,0.001488,1
4,-0.36024,0.13997,-0.69572,-0.3834,-0.31457,1.8334,0.061826,0.062399,1.2351,0.062049,1
4,0.21212,7.6866,0.75596,0.57769,0.14442,1.834,0.20149,0.66409,10.575,0.20149,1
4,-0.10876,1.2333,-0.20773,0.086976,-0.15187,0.46896,0.07342,0.45985,0.68534,0.11683,1
4,-0.10774,1.5839,-0.15792,0.15099,-0.05147,2.7154,0.044358,0.40957,0.26145,0.13599,1
4,-0.25901,0.1231,-0.28335,-0.67492,0.003185,1.6583,0.003837,0.094748,0.21894,0.003927,1
4,-1.0404,0.19454,-1.3794,-1.5366,-0.5001,1.3055,0.029082,0.37111,-0.48028,0.029082,1
4,-0.19075,1.6874,-0.24168,0.28675,-0.19949,0.25634,0.13523,0.70392,0.67878,0.19309,1
4,-0.15292,0.31172,-0.073395,-0.6947,-0.14976,3.0805,0.003974,0.31463,-0.022768,0.003974,1
4,-0.2226,3.152347,-0.33348,-1.396248,-0.19037,0.63429,0.047113,0.532019,0.53086,0.047113,1
4,0.045939,3.152347,0.73635,1,-0.020639,0,0.86685,1,2.951268,0.972661,1
4,-0.2106,2.1667,-0.27197,0.019526,-0.22873,0,0,0.036262,58.75,0,1
4,0.17421,3.152347,-1.0043,-1.396248,0.13386,0.27078,0.66667,0.532019,12.301,0.66667,1
4,-0.054675,1.8414,-0.014104,0.23474,-0.027241,0.91692,0.46833,0.51372,1.3721,0.70152,1
4,5.488,1.1985,0.16559,0.16559,-0.59216,0,0.051893,1,0.19846,0.051893,1
4,-0.6897,3.152347,-0.6181,-1.396248,-0.20666,1.2888,0,0.532019,-0.17684,0,1
4,-0.25759,1.0667,-0.34288,0.032144,-0.18408,6.7849,0.006545,0.51385,0.083726,0.006545,1
4,0.062433,6.8381,0.42167,0.71448,0.089516,0.83531,0.86685,0.83686,3.0727,0.972661,1
4,-0.90181,1.8552,-5.3433,0.38663,-0.80975,1.1207,0.86685,0.83873,1.2119,0.972661,1
4,-0.089327,0.83351,-0.12396,-0.026817,-0.003099,0.1795,0.014259,0.13426,0.08221,0.081796,1
4,0.043001,0.95748,-0.77417,-0.010824,-0.13152,0.5427,0.043411,0.24377,0.49369,0.11415,1
4,-3.5327,1.85,-5.92,0.43273,-2.5927,3.9364,0.15957,0.94182,-0.66626,0.16071,1
4,0.032605,3.1854,0.1291,0.558,0.21449,1.8323,0.037501,0.81333,0.92938,0.075157,1
4,-1.1024,0.011449,-15.217,-6.762,-0.9247,0.31325,0,0.078313,-0.85381,0,1
4,-0.45743,0.39479,-0.40948,-0.43465,-0.17793,0.087057,0.86685,0.28352,-0.05472,0.972661,1
4,-0.32778,1.0315,0,0.024323,0.026651,0.45021,0.86685,0.7966,0.15972,0.972661,1
4,0.044462,19.838,-0.23797,0.53387,0.012033,0.191,0.038062,0.56221,9.373,0.12623,1
4,0.051688,2.0365,0.47486,0.39747,0.13573,2.2857,0.42623,0.78095,1.0343,0.51127,1
4,0.030998,0.39436,-0.26394,-0.4186,0.020556,0.9792,0,0.27257,0.011898,0,1
4,-0.44481,4.468,-0.70216,0.69052,-0.50527,0.081531,0.86685,0.88963,3.4629,0.972661,1
4,0.010817,1.2848,0.18117,0.14485,0.070773,1.392,0,0.65338,0.42195,0,1
4,-0.35069,0.15614,-8.1544,-3.9123,-0.21732,1.8558,6.3e-05,0.7239,-0.81745,6.3e-05,1
4,-0.044914,4.4183,0.25841,0.24854,-0.073716,0.046928,1.6658,0.32125,2.092,1.7119,1
4,-0.12469,0.41877,-0.49197,-0.3,-0.071464,1.7619,0.008003,0.21615,0.00674,0.015402,1
4,-0.40299,3.6061,-0.58715,0.4201,-0.42302,0.065341,0.86685,0.58129,2.206,0.972661,1
5,0.59688,3.152347,0.83049,-1.396248,0.005589,2.3404,0.20849,0.532019,13.528,0.28654,1
5,-0.18224,0.41433,-0.11184,-0.16485,-0.047256,0.19213,0.026357,0.11662,1.1602,0.04203,1
5,1.2874,3.152347,-7.250397,-1.396248,0.04264,0.4955,0.86685,0.532019,1.0779,0.972661,1
5,0.00879,1.3642,0.068008,0.1802,0.08582,1.3713,0.008808,0.67499,0.34338,0.01309,1
5,0.016669,3.8615,0.024133,0.60551,0.045699,1.6449,0.016823,0.81712,0.40101,0.056458,1
5,-0.034407,1.1804,-0.34227,0.14351,-0.005094,2.056,0.86685,0.93895,0.20288,0.972661,1
5,-0.21061,1.6024,-0.53361,0.15467,-0.20623,1.3194,0.86685,0.41141,2.951268,0.031244,1
5,0.25795,1.6253,0.4595,0.20815,-0.02113,0.48741,0.86685,0.54102,1.6833,0.972661,1
5,-0.31603,0.20815,-0.25914,-0.61766,-0.2614,0.20897,0.027352,0.16236,0.22436,0.028641,1
5,-0.29525,0.74598,-2.181,-0.18175,-0.2546,1.4218,0.20675,0.53374,0.37553,0.21008,1
5,-0.32528,0.95325,-0.47584,-0.040268,-0.21936,2.2118,0.033866,0.82105,0.064826,0.036926,1
5,-0.34753,1.8423,-0.78543,0.12858,-0.23899,0.79653,0.022316,0.28123,0.14932,0.1272,1
5,-4.0777,3.152347,-4.7575,-1.396248,-0.15338,0.56128,0.86685,0.532019,-0.69888,0.972661,1
5,0.16906,2.2562,0.11588,0.52062,0.26748,0.91687,0.86685,0.93505,1.3931,0.972661,1
5,-0.28689,0.079522,-0.51027,-1.0902,-0.2428,0.16979,0.020027,0.094188,-0.1952,0.020027,1
5,-0.32874,1.2087,-0.10873,0.058358,-0.14277,0.758,0.86685,0.33795,0.30796,0.972661,1
5,1.5149,3.152347,-7.250397,-1.396248,0.033584,0.26432,0.034589,0.532019,7.5154,0.034589,1
5,0.026875,2.2263,0.026309,0.098052,0.093327,0.30222,0.00712,0.17801,2.4084,0.023264,1
5,0.11739,3.152347,0.27922,-1.396248,-0.033761,0.16918,0.86685,0.532019,0.882,0.972661,1
5,-0.27938,3.152347,0.29212,-1.396248,0.007578,0.02743,0.86685,0.532019,1.243,0.972661,1
5,0.008421,1.132,-1.6337,0.061263,0.053263,2.6314,0.012338,0.52547,0.39542,0.019048,1
5,-1.1341,0.85081,-6.8059,-0.11402,-1.168,0.63174,0.23587,0.65023,0.26511,0.24395,1
5,-0.10365,0.11549,-1.4781,-0.49062,-0.46823,1.8406,0.015161,0.064063,0.16434,0.023474,1
5,-0.39708,0.068483,-0.69807,-0.39335,-0.097015,0.027985,0.002812,0.028918,0.80877,0.003682,1
5,-0.54558,2.4867,-0.56454,0.30569,-0.52799,0.21841,1.2341,0.51131,3.5499,1.3178,1
5,0.033389,1.2617,0.10394,0.095278,0.085638,1.5425,0.10898,0.45935,1.7467,0.10898,1
5,-0.47061,0.92,-0.5127,-0.021995,-0.42321,0.13955,0.017174,0.25294,1.0585,0.030345,1
5,-0.60104,0.87528,-1.2227,-0.098003,-0.45292,0.69942,0.008218,0.68776,0.003736,0.01042,1
5,-1.8253,0.48506,-2.2447,-0.60337,-1.7497,0.45343,0,0.56836,-0.15419,0,1
5,-0.17972,0.6342,-0.053765,-0.29099,-0.24154,0.28187,0.019145,0.5045,0.17849,0.020422,1
5,-0.054565,3.152347,-0.48221,-1.396248,0.044046,1.2012,0.02255,0.532019,-0.069791,0.032767,1
5,-0.13294,0.22364,-0.32334,-0.45154,-0.11119,0.022519,0.020362,0.13008,0.030954,0.033785,1
5,0.01939,72.393,0.035376,0.59177,-0.039076,0.089106,1.4411,0.60006,2.8234,32.964,1
5,-0.62083,0.7585,-0.53811,-0.25086,-0.1894,0.56154,0.11029,0.78789,-0.053879,0.11069,1
5,-0.18097,1.0308,0.007232,0.02589,-0.23867,2.0433,0.007028,0.86725,0.099136,0.007599,1
5,-0.20734,0.92158,-0.11675,-0.008018,-0.034119,0.31339,0.073433,0.094236,0.74005,0.39541,1
5,-2.1942,0.30623,-1.0216,-0.3666,-1.2226,0.17636,0.86685,0.16182,0.043345,0.972661,1
5,0.056812,0.28819,-3.4368,-1.9807,0.14546,1.314,0.007293,0.80189,-0.64185,0.007318,1
5,0.048496,1.3866,0.04722,0.22352,0.11085,1.7546,0.86685,0.80164,0.67481,0.972661,1
5,-0.358,1.9261,-0.54842,0.42292,-0.36924,0.73993,0.86685,0.87958,0.6104,0.972661,1
5,-0.024726,0.057752,-0.36104,-0.57424,-0.043018,0.12413,0.024493,0.035196,0.53222,0.025254,1
5,0.11188,4.0305,0.11858,0.69805,0.18036,1.0476,0.023212,0.92839,2.8759,0.02588,1
5,-0.56911,0.53647,-0.50597,-0.15021,-0.24355,0.73155,0.86685,0.17385,1.0842,0.972661,1
5,-0.026182,0.90283,-0.054235,-0.054502,0.082821,1.7562,0.031704,0.50641,0.67136,0.033818,1
5,-0.031016,1.1698,-0.039527,0.11238,0.077323,1.9592,0.86685,0.77424,0.14145,0.972661,1
5,-0.82565,0.21962,-5.2926,-2.6913,-0.94217,1.59,0.86685,0.75739,-0.72733,0.972661,1
5,-0.31287,0.31936,-0.55233,-0.52653,-0.045483,0.30588,0.037677,0.24706,0.13985,0.038346,1
5,0.019361,1.1398,0.21855,0.059999,0.034091,3.1736,0.002738,0.48926,0.51071,0.003975,1
5,-0.11987,3.152347,0.1859,-1.396248,-0.14713,0.22017,0.86685,0.532019,1.0562,0.972661,1
5,-0.046122,1.9518,-0.17594,0.39784,-0.041284,1.2629,0.86685,0.81584,0.52359,0.972661,1
5,-3.717,0.056773,-4.2587,-3.7516,-0.51451,1.0569,0.005568,0.22581,-0.74858,0.005568,1
5,0.009843,3.152347,-0.10426,-1.396248,0.096372,1.0687,0.86685,0.532019,0.040927,0.972661,1
5,-0.39785,0.11799,-1.082,-1.0095,-0.21744,0.090789,0.013716,0.13505,-0.14408,0.014001,1
5,-0.019483,0.41817,-5.2775,-1.3491,-0.25737,0.66236,0.14694,0.96961,-0.59663,0.1571,1
5,-0.96774,0.37037,-1.9419,-0.76774,-0.95484,0,0.037037,0.45161,-0.2757,0.037037,1
6,0.037037,1.1271,0.35757,0.050914,0.099971,0.63979,0.60247,0.45148,0.79621,0.64333,1
6,-0.69886,0.071887,-40.062,-4.108,-0.77841,0.10795,0.039389,0.31818,-0.90486,0.062901,1
6,-0.12186,0.63441,-0.2275,-0.080712,-0.12661,0.89674,0.002276,0.14006,2.8354,0.002688,1
6,-0.070822,1.0005,-0.33821,0.000315,0.052251,2.9737,0.006964,0.58939,0.028988,0.011488,1
6,0.10869,3.1316,0.60953,0.27127,0.022705,0.57134,0.038104,0.39854,2.3582,0.070232,1
6,-8.5037,0.004856,-20.377,-6.3993,-3.7683,2.438,0.86685,0.031224,-0.8494,0.972661,1
6,-0.055249,3.152347,-3.9434,-1.396248,-0.13052,0,0.066148,0.532019,1.6137,0.066148,1
6,-0.30261,0.28394,0.005424,-0.51833,-0.12137,0.77182,0.86685,0.20553,0.1455,0.972661,1
6,0.040385,1.1902,0.3514,0.045878,0.070859,0.27167,0.86685,0.28707,2.3179,0.972661,1
6,0.15136,0.76303,-0.037886,-0.055385,-0.076132,0.49901,0.008585,0.17833,0.030898,0.03435,1
6,-0.64498,0.99434,-0.39861,-0.005138,-0.57541,2.761,0.86685,0.90335,0.098849,0.972661,1
6,-0.32449,1.728,-0.959,0.23382,-0.2108,2.5733,0.86685,0.55501,-0.33906,0.972661,1
6,-0.39005,0.75464,-0.90785,-0.12238,-0.20868,0.9727,0.86685,0.3764,0.45668,0.972661,1
6,-0.53193,0.5298,-1.1297,-0.24,-0.15367,0.97552,0.86685,0.27042,-0.3348,0.972661,1
6,-0.072258,1.1319,-3.4877,0.067742,-0.14,1.2032,0.023431,0.58129,0.29707,0.035176,1
6,-0.87292,0.50309,-0.89622,-0.26747,-0.42995,0.49168,0.013492,0.2708,0.78359,0.014053,1
6,-0.094258,0.36,-0.19285,-0.15601,-0.08234,0.7649,0.10596,0.087757,0.87984,0.14222,1
6,0.14215,0.21888,-0.83251,-0.56157,-0.16484,0.40018,0.023855,0.15736,0.38985,0.023874,1
6,0.025647,1.4523,0.10768,0.2527,0.079045,4.649,0.000628,0.81139,0.3782,0.000793,1
6,0.06367,2.0966,0.29119,0.34649,0.11357,1.6302,0.026352,0.66247,0.93034,0.040636,1
6,-0.14314,6.1926,0.34865,0.66375,-0.044128,0.39606,3.3824,0.79158,3.7979,5.0471,1
6,-0.026884,2.1017,0.2611,0.38819,-0.028921,2.6314,0.046243,0.74053,1.7866,0.046243,1
6,-0.47635,0.62479,-0.91452,-0.18838,-0.48631,0.70041,0.057333,0.31369,0.60667,0.071074,1
6,-0.81551,1.6337,-0.86791,0.17349,-0.49844,0.059823,0.32,0.44724,0.61289,0.6993,1
6,0.44746,3.0631,0.58836,0.32601,0.10067,1.0937,0.083002,0.48403,4.0745,0.087381,1
6,-0.16376,0.4461,-1.5325,-0.94073,0.01135,2.474,0.036829,0.75763,-0.4317,0.036829,1
6,-0.3978,0.47108,-0.46698,-0.23008,-0.35482,0.90566,0.038999,0.20493,0.40397,0.063855,1
6,-0.46611,0.68551,0.21019,-0.012187,-0.19855,0.73805,0.86685,0.026564,1.4933,0.972661,1
6,-1.2154,0.005857,-3.6175,-3.442,-0.41678,1.2,0.004228,0.02028,-0.74921,0.004242,1
6,-0.30328,1.9945,0.18583,0.4187,-0.17057,1.0803,0.86685,0.83974,0.65641,0.972661,1
6,-0.08424,1.097,-0.025105,0.041004,0.12413,1.5029,0.86685,0.46388,0.49624,0.972661,1
6,-0.041059,1.4545,-0.026041,0.29385,0.040616,2.1262,0.038558,0.94045,0.54634,0.038558,1
6,-0.091747,1.2784,-0.086376,0.15482,-0.089583,2.1556,0.86685,0.71089,0.25161,0.972661,1
6,0.043895,1.2988,0.32478,0.13591,0.094075,4.2823,0.02114,0.59073,0.54145,0.029905,1
6,-0.22206,0.94909,-1.0515,-0.016653,-0.045414,1.0919,0.009611,0.31046,-0.35315,0.009611,1
6,-0.053081,0.35557,0.014585,-0.2173,-0.045167,0.61679,0.00521,0.1199,0.2085,0.012741,1
